# r_nm potential_V
0.000000000000000000e+00 -3.386058551401129879e-01
2.512562814070351980e+00 -3.388619718370514122e-01
5.025125628140703959e+00 -3.395888431598454993e-01
7.537688442211056383e+00 -3.407314656401885244e-01
1.005025125628140792e+01 -3.422136942616040844e-01
1.256281407035175945e+01 -3.439811636569397590e-01
1.507537688442211277e+01 -3.459387367508292010e-01
1.758793969849246253e+01 -3.480165617234505793e-01
2.010050251256281584e+01 -3.501438627450078611e-01
2.261306532663316915e+01 -3.522355980032715883e-01
2.512562814070351891e+01 -3.542547653284608966e-01
2.763819095477387222e+01 -3.561721998216560992e-01
3.015075376884422553e+01 -3.579539994492280663e-01
3.266331658291457529e+01 -3.596056185045287124e-01
3.517587939698492505e+01 -3.611263534784646123e-01
3.768844221105528192e+01 -3.625080162275501894e-01
4.020100502512563168e+01 -3.637685818934461857e-01
4.271356783919598143e+01 -3.649047048009690930e-01
4.522613065326633830e+01 -3.659364067014684863e-01
4.773869346733668806e+01 -3.668685664805080848e-01
5.025125628140703782e+01 -3.677094856403591017e-01
5.276381909547739468e+01 -3.684680078396053160e-01
5.527638190954774444e+01 -3.691509207461176056e-01
5.778894472361809420e+01 -3.697649382849889643e-01
6.030150753768845107e+01 -3.703210513553943928e-01
6.281407035175880083e+01 -3.708214814253715796e-01
6.532663316582915058e+01 -3.712761714007175584e-01
6.783919597989950034e+01 -3.716874379729643851e-01
7.035175879396985010e+01 -3.720622591618472086e-01
7.286432160804021407e+01 -3.724043577661176330e-01
7.537688442211056383e+01 -3.727159343860424467e-01
7.788944723618091359e+01 -3.730021476507717204e-01
8.040201005025126335e+01 -3.732646844203297842e-01
8.291457286432161311e+01 -3.735050526108650848e-01
8.542713567839196287e+01 -3.737270491985220655e-01
8.793969849246231263e+01 -3.739321135840927846e-01
9.045226130653267660e+01 -3.741243572431480202e-01
9.296482412060302636e+01 -3.743043009005480592e-01
9.547738693467337612e+01 -3.744698639612159541e-01
9.798994974874372588e+01 -3.746264345026066866e-01
1.005025125628140756e+02 -3.747725725689375342e-01
1.030150753768844254e+02 -3.749074150274210315e-01
1.055276381909547894e+02 -3.750318117087132475e-01
1.080402010050251391e+02 -3.751477693175608863e-01
1.105527638190954889e+02 -3.752554795909744390e-01
1.130653266331658386e+02 -3.753556954641764087e-01
1.155778894472361884e+02 -3.754525053860238715e-01
1.180904522613065382e+02 -3.755478396454383083e-01
1.206030150753769021e+02 -3.756405954772863987e-01
1.231155778894472519e+02 -3.757278008742629405e-01
1.256281407035176017e+02 -3.758082259090786414e-01
1.281407035175879514e+02 -3.758840876551624022e-01
1.306532663316583012e+02 -3.759582018082752164e-01
1.331658291457286509e+02 -3.760268879206335457e-01
1.356783919597990007e+02 -3.760901888711603025e-01
1.381909547738693504e+02 -3.761523305768710301e-01
1.407035175879397002e+02 -3.762136032818361731e-01
1.432160804020100500e+02 -3.762722578801984685e-01
1.457286432160804281e+02 -3.763276694043063419e-01
1.482412060301507779e+02 -3.763793051532919876e-01
1.507537688442211277e+02 -3.764278242247441342e-01
1.532663316582914774e+02 -3.764756727074483611e-01
1.557788944723618272e+02 -3.765215443602759060e-01
1.582914572864321769e+02 -3.765646382921997160e-01
1.608040201005025267e+02 -3.766079431473435823e-01
1.633165829145728765e+02 -3.766518151519653856e-01
1.658291457286432262e+02 -3.766929838818677267e-01
1.683417085427135760e+02 -3.767306054684641525e-01
1.708542713567839257e+02 -3.767626907196344743e-01
1.733668341708542755e+02 -3.767924967388016078e-01
1.758793969849246253e+02 -3.768255316013995881e-01
1.783919597989950034e+02 -3.768596708480829172e-01
1.809045226130653532e+02 -3.768927392830451750e-01
1.834170854271357030e+02 -3.769253204160984971e-01
1.859296482412060527e+02 -3.769566080435408084e-01
1.884422110552764025e+02 -3.769879783120814731e-01
1.909547738693467522e+02 -3.770187247242230422e-01
1.934673366834171020e+02 -3.770481914400968249e-01
1.959798994974874518e+02 -3.770766059629770961e-01
1.984924623115578015e+02 -3.771038905478149572e-01
2.010050251256281513e+02 -3.771315667945364103e-01
2.035175879396985010e+02 -3.771584592652930112e-01
2.060301507537688508e+02 -3.771842751592963117e-01
2.085427135678392006e+02 -3.772083756654210362e-01
2.110552763819095787e+02 -3.772293442928451590e-01
2.135678391959799285e+02 -3.772476975882452233e-01
2.160804020100502782e+02 -3.772666800899061590e-01
2.185929648241206280e+02 -3.772867968924059068e-01
2.211055276381909778e+02 -3.773057140471694493e-01
2.236180904522613275e+02 -3.773222956664747385e-01
2.261306532663316773e+02 -3.773390809928138245e-01
2.286432160804020270e+02 -3.773575790992049206e-01
2.311557788944723768e+02 -3.773755468439691785e-01
2.336683417085427266e+02 -3.773925982178720218e-01
2.361809045226130763e+02 -3.774087150142857450e-01
2.386934673366834261e+02 -3.774246999246660961e-01
2.412060301507538043e+02 -3.774407519644824016e-01
2.437185929648241540e+02 -3.774545548618835067e-01
2.462311557788945038e+02 -3.774669345321864933e-01
2.487437185929648535e+02 -3.774793995835376559e-01
2.512562814070352033e+02 -3.774918976379939006e-01
2.537688442211055531e+02 -3.775057122838885726e-01
2.562814070351759028e+02 -3.775204257123262463e-01
2.587939698492462526e+02 -3.775330257804798140e-01
2.613065326633166023e+02 -3.775449807818285763e-01
2.638190954773869521e+02 -3.775562731215538759e-01
2.663316582914573019e+02 -3.775682493378750837e-01
