# r_nm potential_V
0.000000000000000000e+00 1.595333953414056483e-01
2.512562814070351980e+00 1.592318310717888985e-01
5.025125628140703959e+00 1.590935334624892783e-01
7.537688442211056383e+00 1.590814890908782697e-01
1.005025125628140792e+01 1.589902263009517758e-01
1.256281407035175945e+01 1.589443055468710009e-01
1.507537688442211277e+01 1.589549027023792194e-01
1.758793969849246253e+01 1.588377161196980747e-01
2.010050251256281584e+01 1.588047315046812458e-01
2.261306532663316915e+01 1.587260556651230170e-01
2.512562814070351891e+01 1.587030107352920272e-01
2.763819095477387222e+01 1.586436342359924812e-01
3.015075376884422553e+01 1.586363955394875791e-01
3.266331658291457529e+01 1.585535666247554487e-01
3.517587939698492505e+01 1.585370893321299268e-01
3.768844221105528192e+01 1.584745826340291375e-01
4.020100502512563168e+01 1.584029027916111776e-01
4.271356783919598143e+01 1.584038233984391419e-01
4.522613065326633830e+01 1.583025751737483777e-01
4.773869346733668806e+01 1.583375366404001783e-01
5.025125628140703782e+01 1.583102812588540464e-01
5.276381909547739468e+01 1.582927259622839422e-01
5.527638190954774444e+01 1.582631118586066699e-01
5.778894472361809420e+01 1.582265790446852061e-01
6.030150753768845107e+01 1.582672186154059912e-01
6.281407035175880083e+01 1.582308465029081679e-01
6.532663316582915058e+01 1.582421580304801123e-01
6.783919597989950034e+01 1.581961102593657520e-01
7.035175879396985010e+01 1.581714353571958831e-01
7.286432160804021407e+01 1.581261032909978270e-01
7.537688442211056383e+01 1.581572325436571558e-01
7.788944723618091359e+01 1.581166123706084781e-01
8.040201005025126335e+01 1.581331545319710763e-01
8.291457286432161311e+01 1.581860534816261765e-01
8.542713567839196287e+01 1.581268486349085289e-01
8.793969849246231263e+01 1.581347948314811847e-01
9.045226130653267660e+01 1.581344564594985291e-01
9.296482412060302636e+01 1.581294438023956861e-01
9.547738693467337612e+01 1.580829532199360121e-01
9.798994974874372588e+01 1.581257886664321766e-01
1.005025125628140756e+02 1.581316213253275704e-01
