# z_nm potential_V
-2.000000000000000000e+02 0.000000000000000000e+00
-1.979899497487437259e+02 -5.468309251611466878e-04
-1.959798994974874518e+02 -1.093661850322293376e-03
-1.939698492462311492e+02 -1.641079288445965179e-03
-1.919597989949748751e+02 -2.189246534823874584e-03
-1.899497487437186010e+02 -2.737413781201784423e-03
-1.879396984924622984e+02 -3.287911887296337231e-03
-1.859296482412060243e+02 -3.838942802656414993e-03
-1.839195979899497502e+02 -4.390934927502511409e-03
-1.819095477386934760e+02 -4.946420518118031968e-03
-1.798994974874372019e+02 -5.501906108733551660e-03
-1.778894472361808994e+02 -6.060208549539970908e-03
-1.758793969849246253e+02 -6.620224689080834134e-03
-1.738693467336683511e+02 -7.180883427297212254e-03
-1.718592964824120486e+02 -7.747989754901457582e-03
-1.698492462311557745e+02 -8.315096082505697705e-03
-1.678391959798995003e+02 -8.886924247425188883e-03
-1.658291457286432262e+02 -9.462209788560167756e-03
-1.638190954773869521e+02 -1.003826170289596337e-02
-1.618090452261306496e+02 -1.062354111810407883e-02
-1.597989949748743754e+02 -1.120882053331218563e-02
-1.577889447236181013e+02 -1.179857303971127910e-02
-1.557788944723617988e+02 -1.239562247808037240e-02
-1.537688442211055246e+02 -1.299267191644945876e-02
-1.517587939698492505e+02 -1.360093002583898959e-02
-1.497487437185929764e+02 -1.421079600260901320e-02
-1.477386934673367023e+02 -1.482341723898611754e-02
-1.457286432160803997e+02 -1.544798563382263415e-02
-1.437185929648241256e+02 -1.607255402865914035e-02
-1.417085427135678515e+02 -1.670840952064680737e-02
-1.396984924623115489e+02 -1.734995721699900129e-02
-1.376884422110552748e+02 -1.799152938748933839e-02
-1.356783919597990007e+02 -1.865129323359727281e-02
-1.336683417085427266e+02 -1.931105707970521071e-02
-1.316582914572864524e+02 -1.997996672137632851e-02
-1.296482412060301499e+02 -2.065893477495270997e-02
-1.276381909547738758e+02 -2.133790282852908449e-02
-1.256281407035176017e+02 -2.203871231522841825e-02
-1.236180904522613133e+02 -2.273966418422693550e-02
-1.216080402010050250e+02 -2.345266808835232489e-02
-1.195979899497487509e+02 -2.417904917736336118e-02
-1.175879396984924767e+02 -2.490543026637440094e-02
-1.155778894472361884e+02 -2.565365584147452985e-02
-1.135678391959799001e+02 -2.640753328510160938e-02
-1.115577889447236259e+02 -2.717045453562877758e-02
-1.095477386934673518e+02 -2.795619255963723709e-02
-1.075376884422110635e+02 -2.874193058364569661e-02
-1.055276381909547752e+02 -2.954696356192506104e-02
-1.035175879396985010e+02 -3.036541804606104206e-02
-1.015075376884422269e+02 -3.118692145914047156e-02
-9.949748743718593857e+01 -3.203957594590645108e-02
-9.748743718592965024e+01 -3.289223043267242713e-02
-9.547738693467337612e+01 -3.375989504239076955e-02
-9.346733668341710199e+01 -3.465103560466832600e-02
-9.145728643216081366e+01 -3.554217616694588244e-02
-8.944723618090452533e+01 -3.647340433176465141e-02
-8.743718592964825120e+01 -3.740972574503417802e-02
-8.542713567839197708e+01 -3.835533513606604467e-02
-8.341708542713568875e+01 -3.933903327785530368e-02
-8.140703517587940041e+01 -4.032273141964455576e-02
-7.939698492462312629e+01 -4.134018993747008708e-02
-7.738693467336685217e+01 -4.237314528817693465e-02
-7.537688442211056383e+01 -4.341734031272254796e-02
-7.336683417085427550e+01 -4.450716770713722403e-02
-7.135678391959800138e+01 -4.559699510155190011e-02
-6.934673366834172725e+01 -4.672996580687548834e-02
-6.733668341708545313e+01 -4.788442894973742037e-02
-6.532663316582915058e+01 -4.904044723298126712e-02
-6.331658291457287646e+01 -5.026614741776358475e-02
-6.130653266331660234e+01 -5.149184760254591625e-02
-5.929648241206029979e+01 -5.275795827795599913e-02
-5.728643216080402567e+01 -5.406759770670421794e-02
-5.527638190954775155e+01 -5.537723713545242982e-02
-5.326633165829147742e+01 -5.675592725152289741e-02
-5.125628140703520330e+01 -5.815158868362366867e-02
-4.924623115577890076e+01 -5.957481322971643067e-02
-4.723618090452262663e+01 -6.106634486519290500e-02
-4.522613065326635251e+01 -6.255787650066937933e-02
-4.321608040201004997e+01 -6.411304422034648509e-02
-4.120603015075377584e+01 -6.571139853836338585e-02
-3.919597989949750172e+01 -6.732074624764038118e-02
-3.718592964824122760e+01 -6.903663262383474830e-02
-3.517587939698495347e+01 -7.075251900002910155e-02
-3.316582914572865093e+01 -7.254731860049005998e-02
-3.115577889447237681e+01 -7.440115127181419485e-02
-2.914572864321610268e+01 -7.626098784166049360e-02
-2.713567839195980014e+01 -7.826145807810444555e-02
-2.512562814070352601e+01 -8.026192831454835586e-02
-2.311557788944725189e+01 -8.236688664633276535e-02
-2.110552763819097777e+01 -8.450663352226731040e-02
-1.909547738693470365e+01 -8.675253837398914925e-02
-1.708542713567840110e+01 -8.904436052880257413e-02
-1.507537688442212698e+01 -9.141951038504676774e-02
-1.306532663316585285e+01 -9.387962601101783322e-02
-1.105527638190955031e+01 -9.640983296389729618e-02
-9.045226130653276186e+00 -9.901615963687787625e-02
-7.035175879397002063e+00 -1.016915158207044728e-01
-5.025125628140727940e+00 -1.044318922458640220e-01
-3.015075376884453817e+00 -1.070746906532451109e-01
-1.005025125628151272e+00 -1.094331462328108767e-01
1.005025125628122851e+00 -9.796298872994098350e-02
3.015075376884396974e+00 -7.236761475620911988e-02
5.025125628140699519e+00 -4.553431860972556589e-02
7.035175879396973642e+00 -1.628704113966372713e-02
