# r_nm potential_V
0.000000000000000000e+00 2.719435917319180107e-01
2.512562814070351980e+00 2.689348091968653542e-01
5.025125628140703959e+00 2.666609595283799261e-01
7.537688442211056383e+00 2.646477271783593821e-01
1.005025125628140792e+01 2.611791289981709729e-01
1.256281407035175945e+01 2.575277346901022613e-01
1.507537688442211277e+01 2.537978380673278633e-01
1.758793969849246253e+01 2.490362867982892359e-01
2.010050251256281584e+01 2.446909761824760388e-01
2.261306532663316915e+01 2.397203727414054797e-01
2.512562814070351891e+01 2.352646278719784656e-01
2.763819095477387222e+01 2.307708743705856047e-01
3.015075376884422553e+01 2.265335015440062272e-01
3.266331658291457529e+01 2.222115886556691733e-01
3.517587939698492505e+01 2.183482561115946963e-01
3.768844221105528192e+01 2.145840193219764880e-01
4.020100502512563168e+01 2.110250837172543414e-01
4.271356783919598143e+01 2.078640569512172076e-01
4.522613065326633830e+01 2.046203806773513045e-01
4.773869346733668806e+01 2.020323887554894005e-01
5.025125628140703782e+01 1.994324473222859329e-01
5.276381909547739468e+01 1.970531325773222653e-01
5.527638190954774444e+01 1.947882125641636208e-01
5.778894472361809420e+01 1.927045439377087499e-01
6.030150753768845107e+01 1.909362287053058826e-01
6.281407035175880083e+01 1.891271242706804023e-01
6.532663316582915058e+01 1.875545665900843206e-01
6.783919597989950034e+01 1.859844581868743962e-01
7.035175879396985010e+01 1.845722662740475195e-01
7.286432160804021407e+01 1.832374863726577707e-01
7.537688442211056383e+01 1.821387681422172722e-01
7.788944723618091359e+01 1.809621440812327620e-01
8.040201005025126335e+01 1.799743428967461589e-01
8.291457286432161311e+01 1.791085228759977388e-01
8.542713567839196287e+01 1.781174920257363736e-01
8.793969849246231263e+01 1.773016754005879436e-01
9.045226130653267660e+01 1.765195565644907816e-01
9.296482412060302636e+01 1.757884362905567377e-01
9.547738693467337612e+01 1.750168462053277585e-01
9.798994974874372588e+01 1.744391713742361738e-01
1.005025125628140756e+02 1.738453589410560995e-01
1.030150753768844254e+02 1.731363852417335258e-01
1.055276381909547894e+02 1.725530897873837899e-01
1.080402010050251391e+02 1.721916358771408972e-01
1.105527638190954889e+02 1.716569131688773509e-01
1.130653266331658386e+02 1.711743653439571078e-01
1.155778894472361884e+02 1.706236736549384125e-01
1.180904522613065382e+02 1.703057378909270392e-01
1.206030150753769021e+02 1.698944315927002346e-01
1.231155778894472519e+02 1.694953550370263684e-01
1.256281407035176017e+02 1.691311430694149853e-01
1.281407035175879514e+02 1.688160925574940241e-01
1.306532663316583012e+02 1.684781162056255832e-01
1.331658291457286509e+02 1.681028564128370928e-01
1.356783919597990007e+02 1.678188021622017134e-01
1.381909547738693504e+02 1.675214062982838814e-01
1.407035175879397002e+02 1.672429115828302504e-01
1.432160804020100500e+02 1.668956559216843438e-01
1.457286432160804281e+02 1.667064264289166431e-01
1.482412060301507779e+02 1.664386580115418957e-01
1.507537688442211277e+02 1.662198294956202249e-01
1.532663316582914774e+02 1.659946384542413667e-01
1.557788944723618272e+02 1.657744605047359598e-01
1.582914572864321769e+02 1.655129684877557072e-01
1.608040201005025267e+02 1.652672658212762657e-01
1.633165829145728765e+02 1.651643560399619071e-01
1.658291457286432262e+02 1.649578443060399913e-01
1.683417085427135760e+02 1.647727279761724284e-01
1.708542713567839257e+02 1.645900066121664396e-01
1.733668341708542755e+02 1.644089062011324376e-01
1.758793969849246253e+02 1.642557642095020254e-01
1.783919597989950034e+02 1.640737709264715738e-01
1.809045226130653532e+02 1.639231349480362865e-01
1.834170854271357030e+02 1.637561241506156895e-01
1.859296482412060527e+02 1.635835154532329916e-01
1.884422110552764025e+02 1.634904298549318957e-01
1.909547738693467522e+02 1.633373472089046097e-01
1.934673366834171020e+02 1.631954999815032059e-01
1.959798994974874518e+02 1.630353194082606039e-01
1.984924623115578015e+02 1.629713280344589066e-01
2.010050251256281513e+02 1.628276462507209088e-01
2.035175879396985010e+02 1.627254696720567828e-01
2.060301507537688508e+02 1.625707130175406967e-01
2.085427135678392006e+02 1.624566848583378909e-01
2.110552763819095787e+02 1.623531884879014509e-01
2.135678391959799285e+02 1.622437957819767851e-01
2.160804020100502782e+02 1.621295879935001905e-01
2.185929648241206280e+02 1.620475129853984897e-01
2.211055276381909778e+02 1.619392867102849576e-01
2.236180904522613275e+02 1.619025309335810625e-01
2.261306532663316773e+02 1.617695822466513333e-01
2.286432160804020270e+02 1.616835050310209132e-01
2.311557788944723768e+02 1.616107694346723411e-01
